year,lake,species,grand_total,comments,region,values
1924,Ontario,Lake Trout,984,,Canada (ONT),939
1925,Ontario,Lake Trout,1132,,U.S. Total (NY),70
1925,Ontario,Lake Trout,1132,,Canada (ONT),1062
1926,Ontario,Lake Trout,845,,U.S. Total (NY),61
1926,Ontario,Lake Trout,845,,Canada (ONT),784
1927,Ontario,Lake Trout,755,,U.S. Total (NY),42
1927,Ontario,Lake Trout,755,,Canada (ONT),713
1928,Ontario,Lake Trout,849,,U.S. Total (NY),43
1928,Ontario,Lake Trout,849,,Canada (ONT),806
1929,Ontario,Lake Trout,618,,U.S. Total (NY),62
1929,Ontario,Lake Trout,618,,Canada (ONT),556
1930,Ontario,Lake Trout,388,,U.S. Total (NY),24
1930,Ontario,Lake Trout,388,,Canada (ONT),364
1931,Ontario,Lake Trout,402,,U.S. Total (NY),14
1931,Ontario,Lake Trout,402,,Canada (ONT),388
1932,Ontario,Lake Trout,320,,U.S. Total (NY),18
1932,Ontario,Lake Trout,320,,Canada (ONT),302
1933,Ontario,Lake Trout,365,,U.S. Total (NY),12
1933,Ontario,Lake Trout,365,,Canada (ONT),353
1934,Ontario,Lake Trout,270,,U.S. Total (NY),14
1934,Ontario,Lake Trout,270,,Canada (ONT),256
1935,Ontario,Lake Trout,252,,U.S. Total (NY),7
1935,Ontario,Lake Trout,252,,Canada (ONT),245
1936,Ontario,Lake Trout,235,,U.S. Total (NY),8
1936,Ontario,Lake Trout,235,,Canada (ONT),227
1937,Ontario,Lake Trout,218,,U.S. Total (NY),13
1937,Ontario,Lake Trout,218,,Canada (ONT),205
1938,Ontario,Lake Trout,293,,U.S. Total (NY),17
1938,Ontario,Lake Trout,293,,Canada (ONT),276
1939,Ontario,Lake Trout,285,,U.S. Total (NY),16
1939,Ontario,Lake Trout,285,,Canada (ONT),269
1940,Ontario,Lake Trout,201,,U.S. Total (NY),14
1940,Ontario,Lake Trout,201,,Canada (ONT),187
1941,Ontario,Lake Trout,129,,U.S. Total (NY),3
1941,Ontario,Lake Trout,129,,Canada (ONT),126
1942,Ontario,Lake Trout,91,,U.S. Total (NY),1
1942,Ontario,Lake Trout,91,,Canada (ONT),90
1943,Ontario,Lake Trout,79,,U.S. Total (NY),3
1943,Ontario,Lake Trout,79,,Canada (ONT),76
1944,Ontario,Lake Trout,78,,U.S. Total (NY),4
1944,Ontario,Lake Trout,78,,Canada (ONT),74
1945,Ontario,Lake Trout,106,,U.S. Total (NY),1
1945,Ontario,Lake Trout,106,,Canada (ONT),105
1946,Ontario,Lake Trout,103,,U.S. Total (NY),1
1946,Ontario,Lake Trout,103,,Canada (ONT),102
1947,Ontario,Lake Trout,65,,U.S. Total (NY),1
1947,Ontario,Lake Trout,65,,Canada (ONT),64
1948,Ontario,Lake Trout,42,,U.S. Total (NY),0
1948,Ontario,Lake Trout,42,,Canada (ONT),42
1949,Ontario,Lake Trout,22,,U.S. Total (NY),0
1949,Ontario,Lake Trout,22,,Canada (ONT),22
1950,Ontario,Lake Trout,15,,U.S. Total (NY),0
1950,Ontario,Lake Trout,15,,Canada (ONT),15
1951,Ontario,Lake Trout,42,,U.S. Total (NY),2
1951,Ontario,Lake Trout,42,,Canada (ONT),40
1952,Ontario,Lake Trout,34,,U.S. Total (NY),2
1952,Ontario,Lake Trout,34,,Canada (ONT),32
1953,Ontario,Lake Trout,17,,U.S. Total (NY),3
1953,Ontario,Lake Trout,17,,Canada (ONT),14
1954,Ontario,Lake Trout,8,,U.S. Total (NY),1
1954,Ontario,Lake Trout,8,,Canada (ONT),7
1955,Ontario,Lake Trout,4,,U.S. Total (NY),0
1955,Ontario,Lake Trout,4,,Canada (ONT),4
1956,Ontario,Lake Trout,2,,U.S. Total (NY),0
1956,Ontario,Lake Trout,2,,Canada (ONT),2
1957,Ontario,Lake Trout,1,,U.S. Total (NY),0
1957,Ontario,Lake Trout,1,,Canada (ONT),1
1958,Ontario,Lake Trout,2,,U.S. Total (NY),1
1958,Ontario,Lake Trout,2,,Canada (ONT),1
1959,Ontario,Lake Trout,1,,U.S. Total (NY),0
1959,Ontario,Lake Trout,1,,Canada (ONT),1
1960,Ontario,Lake Trout,5,,U.S. Total (NY),4
1960,Ontario,Lake Trout,5,,Canada (ONT),1
1961,Ontario,Lake Trout,8,,U.S. Total (NY),5
1961,Ontario,Lake Trout,8,,Canada (ONT),3
1962,Ontario,Lake Trout,2,NY: Fishery closed.,U.S. Total (NY),1
1962,Ontario,Lake Trout,2,NY: Fishery closed.,Canada (ONT),1
1963,Ontario,Lake Trout,1,,U.S. Total (NY),0
1963,Ontario,Lake Trout,1,,Canada (ONT),1
1964,Ontario,Lake Trout,0,,U.S. Total (NY),0
1964,Ontario,Lake Trout,0,,Canada (ONT),0
1965,Ontario,Lake Trout,0,,U.S. Total (NY),0
1965,Ontario,Lake Trout,0,,Canada (ONT),0
1966,Ontario,Lake Trout,0,,U.S. Total (NY),0
1966,Ontario,Lake Trout,0,,Canada (ONT),0
1967,Ontario,Lake Trout,0,,U.S. Total (NY),0
1967,Ontario,Lake Trout,0,,Canada (ONT),0
1968,Ontario,Lake Trout,0,,U.S. Total (NY),0
1968,Ontario,Lake Trout,0,,Canada (ONT),0
1969,Ontario,Lake Trout,0,,U.S. Total (NY),0
1969,Ontario,Lake Trout,0,,Canada (ONT),0
1970,Ontario,Lake Trout,0,,U.S. Total (NY),0
1970,Ontario,Lake Trout,0,,Canada (ONT),0
1971,Ontario,Lake Trout,0,,U.S. Total (NY),0
1971,Ontario,Lake Trout,0,,Canada (ONT),0
1972,Ontario,Lake Trout,0,,U.S. Total (NY),0
1972,Ontario,Lake Trout,0,,Canada (ONT),0
1973,Ontario,Lake Trout,0,,U.S. Total (NY),0
1973,Ontario,Lake Trout,0,,Canada (ONT),0
1974,Ontario,Lake Trout,1,,U.S. Total (NY),0
1974,Ontario,Lake Trout,1,,Canada (ONT),1
1975,Ontario,Lake Trout,2,,U.S. Total (NY),0
1975,Ontario,Lake Trout,2,,Canada (ONT),2
1976,Ontario,Lake Trout,2,NY: The capture and sale of lake trout was banned 20 September 1976 when Mirex levels exceeded 0.5 ppm. Reopened 20 March 1977.,U.S. Total (NY),0
1976,Ontario,Lake Trout,2,NY: The capture and sale of lake trout was banned 20 September 1976 when Mirex levels exceeded 0.5 ppm. Reopened 20 March 1977.,Canada (ONT),2
1977,Ontario,Lake Trout,1,,U.S. Total (NY),0
1977,Ontario,Lake Trout,1,,Canada (ONT),1
1978,Ontario,Lake Trout,0,,U.S. Total (NY),0
1978,Ontario,Lake Trout,0,,Canada (ONT),0
1979,Ontario,Lake Trout,0,,U.S. Total (NY),0
1979,Ontario,Lake Trout,0,,Canada (ONT),0
1980,Ontario,Lake Trout,0,,U.S. Total (NY),0
1980,Ontario,Lake Trout,0,,Canada (ONT),0
1981,Ontario,Lake Trout,0,,U.S. Total (NY),0
1981,Ontario,Lake Trout,0,,Canada (ONT),0
1982,Ontario,Lake Trout,0,,U.S. Total (NY),0
1982,Ontario,Lake Trout,0,,Canada (ONT),0
1983,Ontario,Lake Trout,0,,U.S. Total (NY),0
1983,Ontario,Lake Trout,0,,Canada (ONT),0
1984,Ontario,Lake Trout,0,,U.S. Total (NY),0
1984,Ontario,Lake Trout,0,,Canada (ONT),0
1985,Ontario,Lake Trout,0,,U.S. Total (NY),0
1985,Ontario,Lake Trout,0,,Canada (ONT),0
1986,Ontario,Lake Trout,0,,U.S. Total (NY),0
1986,Ontario,Lake Trout,0,,Canada (ONT),0
1987,Ontario,Lake Trout,0,,U.S. Total (NY),0
1987,Ontario,Lake Trout,0,,Canada (ONT),0
1988,Ontario,Lake Trout,0,,U.S. Total (NY),0
1988,Ontario,Lake Trout,0,,Canada (ONT),0
1989,Ontario,Lake Trout,0,,U.S. Total (NY),0
1989,Ontario,Lake Trout,0,,Canada (ONT),0
1990,Ontario,Lake Trout,0,,U.S. Total (NY),0
1990,Ontario,Lake Trout,0,,Canada (ONT),0
1991,Ontario,Lake Trout,0,,U.S. Total (NY),0
1991,Ontario,Lake Trout,0,,Canada (ONT),0
1992,Ontario,Lake Trout,0,,U.S. Total (NY),0
1992,Ontario,Lake Trout,0,,Canada (ONT),0
1993,Ontario,Lake Trout,0,,U.S. Total (NY),0
1993,Ontario,Lake Trout,0,,Canada (ONT),0
1994,Ontario,Lake Trout,0,,U.S. Total (NY),0
1994,Ontario,Lake Trout,0,,Canada (ONT),0
1995,Ontario,Lake Trout,0,,U.S. Total (NY),0
1995,Ontario,Lake Trout,0,,Canada (ONT),0
1996,Ontario,Lake Trout,0,,U.S. Total (NY),0
1996,Ontario,Lake Trout,0,,Canada (ONT),0
1997,Ontario,Lake Trout,0,,U.S. Total (NY),0
1997,Ontario,Lake Trout,0,,Canada (ONT),0
1998,Ontario,Lake Trout,0,,U.S. Total (NY),0
1998,Ontario,Lake Trout,0,,Canada (ONT),0
1999,Ontario,Lake Trout,0,,U.S. Total (NY),0
1999,Ontario,Lake Trout,0,,Canada (ONT),0
1867,Ontario,Lake Whitefish,,,U.S. Total (NY),
1867,Ontario,Lake Whitefish,,,Canada (ONT),941
1868,Ontario,Lake Whitefish,,,U.S. Total (NY),
1868,Ontario,Lake Whitefish,,,Canada (ONT),1156
1869,Ontario,Lake Whitefish,,,U.S. Total (NY),
1869,Ontario,Lake Whitefish,,,Canada (ONT),659
1870,Ontario,Lake Whitefish,,,U.S. Total (NY),
1870,Ontario,Lake Whitefish,,,Canada (ONT),622
1871,Ontario,Lake Whitefish,,,U.S. Total (NY),
1871,Ontario,Lake Whitefish,,,Canada (ONT),572
1872,Ontario,Lake Whitefish,,,U.S. Total (NY),
1872,Ontario,Lake Whitefish,,,Canada (ONT),492
1873,Ontario,Lake Whitefish,,,U.S. Total (NY),
1873,Ontario,Lake Whitefish,,,Canada (ONT),823
1874,Ontario,Lake Whitefish,,,U.S. Total (NY),
1874,Ontario,Lake Whitefish,,,Canada (ONT),464
1875,Ontario,Lake Whitefish,,,U.S. Total (NY),
1875,Ontario,Lake Whitefish,,,Canada (ONT),807
1876,Ontario,Lake Whitefish,,,U.S. Total (NY),
1876,Ontario,Lake Whitefish,,,Canada (ONT),535
1877,Ontario,Lake Whitefish,,,U.S. Total (NY),
1877,Ontario,Lake Whitefish,,,Canada (ONT),506
1878,Ontario,Lake Whitefish,,,U.S. Total (NY),
1878,Ontario,Lake Whitefish,,,Canada (ONT),777
1879,Ontario,Lake Whitefish,1851,,U.S. Total (NY),1064
1879,Ontario,Lake Whitefish,1851,,Canada (ONT),787
1880,Ontario,Lake Whitefish,,,U.S. Total (NY),
1880,Ontario,Lake Whitefish,,,Canada (ONT),799
1881,Ontario,Lake Whitefish,,,U.S. Total (NY),
1881,Ontario,Lake Whitefish,,,Canada (ONT),695
1882,Ontario,Lake Whitefish,,,U.S. Total (NY),
1882,Ontario,Lake Whitefish,,,Canada (ONT),307
1883,Ontario,Lake Whitefish,,,U.S. Total (NY),
1883,Ontario,Lake Whitefish,,,Canada (ONT),131
1884,Ontario,Lake Whitefish,,,U.S. Total (NY),
1884,Ontario,Lake Whitefish,,,Canada (ONT),184
1885,Ontario,Lake Whitefish,452,,U.S. Total (NY),91
1885,Ontario,Lake Whitefish,452,,Canada (ONT),361
1886,Ontario,Lake Whitefish,,,U.S. Total (NY),
1886,Ontario,Lake Whitefish,,,Canada (ONT),236
1887,Ontario,Lake Whitefish,,,U.S. Total (NY),
1887,Ontario,Lake Whitefish,,,Canada (ONT),404
1888,Ontario,Lake Whitefish,,,U.S. Total (NY),
1888,Ontario,Lake Whitefish,,,Canada (ONT),329
1889,Ontario,Lake Whitefish,470,,U.S. Total (NY),23
1889,Ontario,Lake Whitefish,470,,Canada (ONT),447
1890,Ontario,Lake Whitefish,553,,U.S. Total (NY),149
1890,Ontario,Lake Whitefish,553,,Canada (ONT),404
1891,Ontario,Lake Whitefish,,,U.S. Total (NY),
1891,Ontario,Lake Whitefish,,,Canada (ONT),602
1892,Ontario,Lake Whitefish,,,U.S. Total (NY),
1892,Ontario,Lake Whitefish,,,Canada (ONT),472
1893,Ontario,Lake Whitefish,415,,U.S. Total (NY),45
1893,Ontario,Lake Whitefish,415,,Canada (ONT),370
1894,Ontario,Lake Whitefish,,,U.S. Total (NY),
1894,Ontario,Lake Whitefish,,,Canada (ONT),220
1895,Ontario,Lake Whitefish,,,U.S. Total (NY),
1895,Ontario,Lake Whitefish,,,Canada (ONT),127
1896,Ontario,Lake Whitefish,,,U.S. Total (NY),
1896,Ontario,Lake Whitefish,,,Canada (ONT),171
1897,Ontario,Lake Whitefish,475,,U.S. Total (NY),182
1897,Ontario,Lake Whitefish,475,,Canada (ONT),293
1898,Ontario,Lake Whitefish,,,U.S. Total (NY),
1898,Ontario,Lake Whitefish,,,Canada (ONT),411
1899,Ontario,Lake Whitefish,422,,U.S. Total (NY),162
1899,Ontario,Lake Whitefish,422,,Canada (ONT),260
1900,Ontario,Lake Whitefish,,,U.S. Total (NY),
1900,Ontario,Lake Whitefish,,,Canada (ONT),129
1901,Ontario,Lake Whitefish,,,U.S. Total (NY),
1901,Ontario,Lake Whitefish,,,Canada (ONT),133
1902,Ontario,Lake Whitefish,,,U.S. Total (NY),
1902,Ontario,Lake Whitefish,,,Canada (ONT),79
1903,Ontario,Lake Whitefish,122,,U.S. Total (NY),25
1903,Ontario,Lake Whitefish,122,,Canada (ONT),97
1904,Ontario,Lake Whitefish,,,U.S. Total (NY),
1904,Ontario,Lake Whitefish,,,Canada (ONT),191
1905,Ontario,Lake Whitefish,,,U.S. Total (NY),
1905,Ontario,Lake Whitefish,,,Canada (ONT),473
1906,Ontario,Lake Whitefish,,,U.S. Total (NY),
1906,Ontario,Lake Whitefish,,,Canada (ONT),357
1907,Ontario,Lake Whitefish,,,U.S. Total (NY),
1907,Ontario,Lake Whitefish,,,Canada (ONT),344
1908,Ontario,Lake Whitefish,852,,U.S. Total (NY),56
1908,Ontario,Lake Whitefish,852,,Canada (ONT),796
1909,Ontario,Lake Whitefish,,,U.S. Total (NY),
1909,Ontario,Lake Whitefish,,,Canada (ONT),1153
1910,Ontario,Lake Whitefish,,,U.S. Total (NY),
1910,Ontario,Lake Whitefish,,,Canada (ONT),694
1911,Ontario,Lake Whitefish,,,U.S. Total (NY),
1911,Ontario,Lake Whitefish,,,Canada (ONT),586
1912,Ontario,Lake Whitefish,,,U.S. Total (NY),
1912,Ontario,Lake Whitefish,,,Canada (ONT),586
1913,Ontario,Lake Whitefish,538,,U.S. Total (NY),20
1913,Ontario,Lake Whitefish,538,,Canada (ONT),518
1914,Ontario,Lake Whitefish,819,,U.S. Total (NY),21
1914,Ontario,Lake Whitefish,819,,Canada (ONT),798
1915,Ontario,Lake Whitefish,845,,U.S. Total (NY),27
1915,Ontario,Lake Whitefish,845,,Canada (ONT),818
1916,Ontario,Lake Whitefish,1291,,U.S. Total (NY),38
1916,Ontario,Lake Whitefish,1291,,Canada (ONT),1253
1917,Ontario,Lake Whitefish,1299,,U.S. Total (NY),116
1917,Ontario,Lake Whitefish,1299,,Canada (ONT),1183
1918,Ontario,Lake Whitefish,1252,,U.S. Total (NY),115
1918,Ontario,Lake Whitefish,1252,,Canada (ONT),1137
1919,Ontario,Lake Whitefish,1670,,U.S. Total (NY),76
1919,Ontario,Lake Whitefish,1670,,Canada (ONT),1594
1920,Ontario,Lake Whitefish,2071,,U.S. Total (NY),44
1920,Ontario,Lake Whitefish,2071,,Canada (ONT),2027
1921,Ontario,Lake Whitefish,2295,,U.S. Total (NY),109
1921,Ontario,Lake Whitefish,2295,,Canada (ONT),2186
1922,Ontario,Lake Whitefish,2204,,U.S. Total (NY),106
1922,Ontario,Lake Whitefish,2204,,Canada (ONT),2098
1923,Ontario,Lake Whitefish,2696,,U.S. Total (NY),130
1923,Ontario,Lake Whitefish,2696,,Canada (ONT),2566
1924,Ontario,Lake Whitefish,2786,,U.S. Total (NY),134
1924,Ontario,Lake Whitefish,2786,,Canada (ONT),2652
1925,Ontario,Lake Whitefish,2037,,U.S. Total (NY),111
1925,Ontario,Lake Whitefish,2037,,Canada (ONT),1926
1926,Ontario,Lake Whitefish,2003,,U.S. Total (NY),179
1926,Ontario,Lake Whitefish,2003,,Canada (ONT),1824
1927,Ontario,Lake Whitefish,1669,,U.S. Total (NY),166
1927,Ontario,Lake Whitefish,1669,,Canada (ONT),1503
1928,Ontario,Lake Whitefish,1184,,U.S. Total (NY),116
1928,Ontario,Lake Whitefish,1184,,Canada (ONT),1068
1929,Ontario,Lake Whitefish,940,,U.S. Total (NY),97
1929,Ontario,Lake Whitefish,940,,Canada (ONT),843
1930,Ontario,Lake Whitefish,639,,U.S. Total (NY),87
1930,Ontario,Lake Whitefish,639,,Canada (ONT),552
1931,Ontario,Lake Whitefish,593,,U.S. Total (NY),67
1931,Ontario,Lake Whitefish,593,,Canada (ONT),526
1932,Ontario,Lake Whitefish,473,,U.S. Total (NY),55
1932,Ontario,Lake Whitefish,473,,Canada (ONT),418
1933,Ontario,Lake Whitefish,514,,U.S. Total (NY),40
1933,Ontario,Lake Whitefish,514,,Canada (ONT),474
1934,Ontario,Lake Whitefish,574,,U.S. Total (NY),84
1934,Ontario,Lake Whitefish,574,,Canada (ONT),490
1935,Ontario,Lake Whitefish,698,,U.S. Total (NY),41
1935,Ontario,Lake Whitefish,698,,Canada (ONT),657
1936,Ontario,Lake Whitefish,629,,U.S. Total (NY),53
1936,Ontario,Lake Whitefish,629,,Canada (ONT),576
1937,Ontario,Lake Whitefish,609,,U.S. Total (NY),57
1937,Ontario,Lake Whitefish,609,,Canada (ONT),552
1938,Ontario,Lake Whitefish,658,,U.S. Total (NY),56
1938,Ontario,Lake Whitefish,658,,Canada (ONT),602
1939,Ontario,Lake Whitefish,769,,U.S. Total (NY),104
1939,Ontario,Lake Whitefish,769,,Canada (ONT),665
1940,Ontario,Lake Whitefish,515,,U.S. Total (NY),111
1940,Ontario,Lake Whitefish,515,,Canada (ONT),404
1941,Ontario,Lake Whitefish,502,,U.S. Total (NY),60
1941,Ontario,Lake Whitefish,502,,Canada (ONT),442
1942,Ontario,Lake Whitefish,463,,U.S. Total (NY),21
1942,Ontario,Lake Whitefish,463,,Canada (ONT),442
1943,Ontario,Lake Whitefish,355,,U.S. Total (NY),26
1943,Ontario,Lake Whitefish,355,,Canada (ONT),329
1944,Ontario,Lake Whitefish,518,,U.S. Total (NY),57
1944,Ontario,Lake Whitefish,518,,Canada (ONT),461
1945,Ontario,Lake Whitefish,392,,U.S. Total (NY),33
1945,Ontario,Lake Whitefish,392,,Canada (ONT),359
1946,Ontario,Lake Whitefish,442,,U.S. Total (NY),44
1946,Ontario,Lake Whitefish,442,,Canada (ONT),398
1947,Ontario,Lake Whitefish,379,,U.S. Total (NY),21
1947,Ontario,Lake Whitefish,379,,Canada (ONT),358
1948,Ontario,Lake Whitefish,245,,U.S. Total (NY),8
1948,Ontario,Lake Whitefish,245,,Canada (ONT),237
1949,Ontario,Lake Whitefish,221,,U.S. Total (NY),2
1949,Ontario,Lake Whitefish,221,,Canada (ONT),219
1950,Ontario,Lake Whitefish,440,,U.S. Total (NY),21
1950,Ontario,Lake Whitefish,440,,Canada (ONT),419
1951,Ontario,Lake Whitefish,475,,U.S. Total (NY),90
1951,Ontario,Lake Whitefish,475,,Canada (ONT),385
1952,Ontario,Lake Whitefish,440,,U.S. Total (NY),23
1952,Ontario,Lake Whitefish,440,,Canada (ONT),417
1953,Ontario,Lake Whitefish,239,,U.S. Total (NY),32
1953,Ontario,Lake Whitefish,239,,Canada (ONT),207
1954,Ontario,Lake Whitefish,238,,U.S. Total (NY),10
1954,Ontario,Lake Whitefish,238,,Canada (ONT),228
1955,Ontario,Lake Whitefish,352,,U.S. Total (NY),12
1955,Ontario,Lake Whitefish,352,,Canada (ONT),340
1956,Ontario,Lake Whitefish,606,,U.S. Total (NY),13
1956,Ontario,Lake Whitefish,606,,Canada (ONT),593
1957,Ontario,Lake Whitefish,313,,U.S. Total (NY),12
1957,Ontario,Lake Whitefish,313,,Canada (ONT),301
1958,Ontario,Lake Whitefish,351,,U.S. Total (NY),11
1958,Ontario,Lake Whitefish,351,,Canada (ONT),340
1959,Ontario,Lake Whitefish,341,,U.S. Total (NY),6
1959,Ontario,Lake Whitefish,341,,Canada (ONT),335
1960,Ontario,Lake Whitefish,367,,U.S. Total (NY),20
1960,Ontario,Lake Whitefish,367,,Canada (ONT),347
1961,Ontario,Lake Whitefish,631,,U.S. Total (NY),59
1961,Ontario,Lake Whitefish,631,,Canada (ONT),572
1962,Ontario,Lake Whitefish,382,,U.S. Total (NY),27
1962,Ontario,Lake Whitefish,382,,Canada (ONT),355
1963,Ontario,Lake Whitefish,386,,U.S. Total (NY),32
1963,Ontario,Lake Whitefish,386,,Canada (ONT),354
1964,Ontario,Lake Whitefish,141,,U.S. Total (NY),16
1964,Ontario,Lake Whitefish,141,,Canada (ONT),125
1965,Ontario,Lake Whitefish,121,,U.S. Total (NY),14
1965,Ontario,Lake Whitefish,121,,Canada (ONT),107
1966,Ontario,Lake Whitefish,59,,U.S. Total (NY),2
1966,Ontario,Lake Whitefish,59,,Canada (ONT),57
1967,Ontario,Lake Whitefish,49,,U.S. Total (NY),2
1967,Ontario,Lake Whitefish,49,,Canada (ONT),47
1968,Ontario,Lake Whitefish,76,,U.S. Total (NY),0
1968,Ontario,Lake Whitefish,76,,Canada (ONT),76
1969,Ontario,Lake Whitefish,82,,U.S. Total (NY),1
1969,Ontario,Lake Whitefish,82,,Canada (ONT),81
1970,Ontario,Lake Whitefish,51,,U.S. Total (NY),1
1970,Ontario,Lake Whitefish,51,,Canada (ONT),50
1971,Ontario,Lake Whitefish,17,,U.S. Total (NY),0
1971,Ontario,Lake Whitefish,17,,Canada (ONT),17
1972,Ontario,Lake Whitefish,21,,U.S. Total (NY),0
1972,Ontario,Lake Whitefish,21,,Canada (ONT),21
1973,Ontario,Lake Whitefish,16,,U.S. Total (NY),0
1973,Ontario,Lake Whitefish,16,,Canada (ONT),16
1974,Ontario,Lake Whitefish,16,,U.S. Total (NY),0
1974,Ontario,Lake Whitefish,16,,Canada (ONT),16
1975,Ontario,Lake Whitefish,5,,U.S. Total (NY),
1975,Ontario,Lake Whitefish,5,,Canada (ONT),5
1976,Ontario,Lake Whitefish,4,,U.S. Total (NY),
1976,Ontario,Lake Whitefish,4,,Canada (ONT),4
1977,Ontario,Lake Whitefish,9,,U.S. Total (NY),
1977,Ontario,Lake Whitefish,9,,Canada (ONT),9
1978,Ontario,Lake Whitefish,5,,U.S. Total (NY),0
1978,Ontario,Lake Whitefish,5,,Canada (ONT),5
1979,Ontario,Lake Whitefish,3,,U.S. Total (NY),0
1979,Ontario,Lake Whitefish,3,,Canada (ONT),3
1980,Ontario,Lake Whitefish,9,,U.S. Total (NY),0
1980,Ontario,Lake Whitefish,9,,Canada (ONT),9
1981,Ontario,Lake Whitefish,2,,U.S. Total (NY),0
1981,Ontario,Lake Whitefish,2,,Canada (ONT),2
1982,Ontario,Lake Whitefish,22,,U.S. Total (NY),0
1982,Ontario,Lake Whitefish,22,,Canada (ONT),22
1983,Ontario,Lake Whitefish,14,,U.S. Total (NY),0
1983,Ontario,Lake Whitefish,14,,Canada (ONT),14
1984,Ontario,Lake Whitefish,73,,U.S. Total (NY),0
1984,Ontario,Lake Whitefish,73,,Canada (ONT),73
1985,Ontario,Lake Whitefish,41,,U.S. Total (NY),0
1985,Ontario,Lake Whitefish,41,,Canada (ONT),41
1986,Ontario,Lake Whitefish,126,,U.S. Total (NY),0
1986,Ontario,Lake Whitefish,126,,Canada (ONT),126
1987,Ontario,Lake Whitefish,57,,U.S. Total (NY),0
1987,Ontario,Lake Whitefish,57,,Canada (ONT),57
1988,Ontario,Lake Whitefish,85,,U.S. Total (NY),0
1988,Ontario,Lake Whitefish,85,,Canada (ONT),85
1989,Ontario,Lake Whitefish,125,,U.S. Total (NY),0
1989,Ontario,Lake Whitefish,125,,Canada (ONT),125
1990,Ontario,Lake Whitefish,276,,U.S. Total (NY),0
1990,Ontario,Lake Whitefish,276,,Canada (ONT),276
1991,Ontario,Lake Whitefish,263,,U.S. Total (NY),0
1991,Ontario,Lake Whitefish,263,,Canada (ONT),263
1992,Ontario,Lake Whitefish,316,,U.S. Total (NY),11
1992,Ontario,Lake Whitefish,316,,Canada (ONT),305
1993,Ontario,Lake Whitefish,391,,U.S. Total (NY),0
1993,Ontario,Lake Whitefish,391,,Canada (ONT),391
1994,Ontario,Lake Whitefish,453,,U.S. Total (NY),0
1994,Ontario,Lake Whitefish,453,,Canada (ONT),453
1995,Ontario,Lake Whitefish,450,,U.S. Total (NY),0
1995,Ontario,Lake Whitefish,450,,Canada (ONT),450
1996,Ontario,Lake Whitefish,650,,U.S. Total (NY),0
1996,Ontario,Lake Whitefish,650,,Canada (ONT),650
1997,Ontario,Lake Whitefish,452,,U.S. Total (NY),0
1997,Ontario,Lake Whitefish,452,,Canada (ONT),452
1998,Ontario,Lake Whitefish,356,,U.S. Total (NY),0
1998,Ontario,Lake Whitefish,356,,Canada (ONT),356
1999,Ontario,Lake Whitefish,312,,U.S. Total (NY),0
1999,Ontario,Lake Whitefish,312,,Canada (ONT),312
2000,Ontario,Lake Whitefish,293,,U.S. Total (NY),
2000,Ontario,Lake Whitefish,293,,Canada (ONT),293
2001,Ontario,Lake Whitefish,225,,U.S. Total (NY),
2001,Ontario,Lake Whitefish,225,,Canada (ONT),225
2002,Ontario,Lake Whitefish,188,,U.S. Total (NY),
2002,Ontario,Lake Whitefish,188,,Canada (ONT),188
2003,Ontario,Lake Whitefish,125,,U.S. Total (NY),
2003,Ontario,Lake Whitefish,125,,Canada (ONT),125
2004,Ontario,Lake Whitefish,101,,U.S. Total (NY),
2004,Ontario,Lake Whitefish,101,,Canada (ONT),101
2005,Ontario,Lake Whitefish,52,,U.S. Total (NY),
2005,Ontario,Lake Whitefish,52,,Canada (ONT),52
2006,Ontario,Lake Whitefish,126,,U.S. Total (NY),
2006,Ontario,Lake Whitefish,126,,Canada (ONT),126
2007,Ontario,Lake Whitefish,33,,U.S. Total (NY),
2007,Ontario,Lake Whitefish,33,,Canada (ONT),33
2008,Ontario,Lake Whitefish,68,,U.S. Total (NY),
2008,Ontario,Lake Whitefish,68,,Canada (ONT),68
2009,Ontario,Lake Whitefish,68,,U.S. Total (NY),
2009,Ontario,Lake Whitefish,68,,Canada (ONT),68
2010,Ontario,Lake Whitefish,43,,U.S. Total (NY),0
2010,Ontario,Lake Whitefish,43,,Canada (ONT),43
2011,Ontario,Lake Whitefish,78,,U.S. Total (NY),
2011,Ontario,Lake Whitefish,78,,Canada (ONT),78
2012,Ontario,Lake Whitefish,76,,U.S. Total (NY),0
2012,Ontario,Lake Whitefish,76,,Canada (ONT),76
2013,Ontario,Lake Whitefish,102,,U.S. Total (NY),
2013,Ontario,Lake Whitefish,102,,Canada (ONT),102
2014,Ontario,Lake Whitefish,67,,U.S. Total (NY),
2014,Ontario,Lake Whitefish,67,,Canada (ONT),67
2015,Ontario,Lake Whitefish,131,,U.S. Total (NY),0
2015,Ontario,Lake Whitefish,131,,Canada (ONT),131
1873,Ontario,Northern Pike,,,U.S. Total (NY),
1873,Ontario,Northern Pike,,,Canada (ONT),109
1874,Ontario,Northern Pike,,,U.S. Total (NY),
1874,Ontario,Northern Pike,,,Canada (ONT),125
1875,Ontario,Northern Pike,,,U.S. Total (NY),
1875,Ontario,Northern Pike,,,Canada (ONT),84
1876,Ontario,Northern Pike,,,U.S. Total (NY),
1876,Ontario,Northern Pike,,,Canada (ONT),53
1877,Ontario,Northern Pike,,,U.S. Total (NY),
1877,Ontario,Northern Pike,,,Canada (ONT),99
1878,Ontario,Northern Pike,,,U.S. Total (NY),
